ticker,close,volume,timestamp,open,high,low,number_of_trades
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46379257.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,203.27,46381567.0,,,,,
AAPL,199.25,4345.0,1748851200000.0,198.52,199.9,198.52,141.0
AAPL,199.42,961.0,1748851260000.0,199.42,199.42,199.42,235.0
AAPL,199.2,3256.0,1748851320000.0,199.38,199.38,199.2,273.0
AAPL,199.1,2659.0,1748851380000.0,199.16,199.16,199.1,164.0
AAPL,199.35,5816.0,1748851440000.0,199.28,199.35,199.28,134.0
AAPL,199.35,1603.0,1748851500000.0,199.34,199.35,199.34,39.0
AAPL,199.3,2173.0,1748851560000.0,199.35,199.35,199.3,52.0
AAPL,199.4,993.0,1748851620000.0,199.37,199.4,199.37,41.0
AAPL,199.63,1982.0,1748851680000.0,199.5,199.63,199.5,50.0
AAPL,199.6,1282.0,1748851740000.0,199.6,199.6,199.6,29.0
